web-scraper-order,web-scraper-start-url,pagi,position,salary,loc,company,detail,info,comp_tag,experience
"1672259519-6973","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据智能组-数据研发中心-大数据分析师","15-28K","上海·浦东新区·陆家嘴","安永华明会计师事务所","数据挖掘","五险一金，补充医疗保险，定期体检，年终奖，带薪年假，员工旅游，节日福利，零食下午茶","企业服务","经验不限"
"1672259519-6974","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据智能组-数据研发中心-大数据分析师","15-28K","上海·浦东新区·陆家嘴","安永华明会计师事务所","数据挖掘","五险一金，补充医疗保险，定期体检，年终奖，带薪年假，员工旅游，节日福利，零食下午茶","不需要融资","经验不限"
"1672259519-6975","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据智能组-数据研发中心-大数据分析师","15-28K","上海·浦东新区·陆家嘴","安永华明会计师事务所","数据挖掘","五险一金，补充医疗保险，定期体检，年终奖，带薪年假，员工旅游，节日福利，零食下午茶","10000人以上","经验不限"
"1672259519-6976","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析工程师","15-30K·15薪","上海","某大型企业服务公司","回归分析聚类分析决策树pythonSQL传统算法数据建模建模","","企业服务","经验不限"
"1672259519-6977","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析工程师","15-30K·15薪","上海","某大型企业服务公司","回归分析聚类分析决策树pythonSQL传统算法数据建模建模","","100-499人","经验不限"
"1672259519-6978","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【独角兽-大数据人工智能-JAVA应用开发】","15-30K·15薪","上海","某知名数据服务上市公司","后端工程师Java","年终奖，补充医疗保险，通讯补贴，五险一金，定期体检","数据服务","经验不限"
"1672259519-6979","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【独角兽-大数据人工智能-JAVA应用开发】","15-30K·15薪","上海","某知名数据服务上市公司","后端工程师Java","年终奖，补充医疗保险，通讯补贴，五险一金，定期体检","已上市","经验不限"
"1672259519-6980","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【独角兽-大数据人工智能-JAVA应用开发】","15-30K·15薪","上海","某知名数据服务上市公司","后端工程师Java","年终奖，补充医疗保险，通讯补贴，五险一金，定期体检","1000-9999人","经验不限"
"1672259519-6981","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（校园招聘）","12-18K·13薪","上海·黄浦区·外滩","百联全渠道","SQLPythonR","节日福利，定期体检，年终奖，交通补助，带薪年假，股票期权，五险一金，餐补，通讯补贴","O2O","在校/应届"
"1672259519-6982","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（校园招聘）","12-18K·13薪","上海·黄浦区·外滩","百联全渠道","SQLPythonR","节日福利，定期体检，年终奖，交通补助，带薪年假，股票期权，五险一金，餐补，通讯补贴","不需要融资","在校/应届"
"1672259519-6983","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（校园招聘）","12-18K·13薪","上海·黄浦区·外滩","百联全渠道","SQLPythonR","节日福利，定期体检，年终奖，交通补助，带薪年假，股票期权，五险一金，餐补，通讯补贴","500-999人","在校/应届"
"1672259519-6984","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","阿里数据分析师","13-20K·13薪","上海·浦东新区·金桥","上海点燃新媒体科...","Excel数据跟踪数据挖掘","年终奖，节日福利，免费班车，带薪年假，加班补助，五险一金，员工旅游，零食下午茶","电子商务","经验不限"
"1672259519-6985","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","阿里数据分析师","13-20K·13薪","上海·浦东新区·金桥","上海点燃新媒体科...","Excel数据跟踪数据挖掘","年终奖，节日福利，免费班车，带薪年假，加班补助，五险一金，员工旅游，零食下午茶","未融资","经验不限"
"1672259519-6986","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","阿里数据分析师","13-20K·13薪","上海·浦东新区·金桥","上海点燃新媒体科...","Excel数据跟踪数据挖掘","年终奖，节日福利，免费班车，带薪年假，加班补助，五险一金，员工旅游，零食下午茶","100-499人","经验不限"
"1672259519-6987","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据开发工程师","15-30K","上海·浦东新区·金桥","华为云计算","大数据开发经验","带薪年假，年终奖，夜班补助，免费班车，法定节假日三薪，五险一金，定期体检，员工旅游，节假日加班费，交通补助，绩效奖金，加班补助，节日福利，补充医疗保险，生日福利","计算机服务","经验不限"
"1672259519-6988","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据开发工程师","15-30K","上海·浦东新区·金桥","华为云计算","大数据开发经验","带薪年假，年终奖，夜班补助，免费班车，法定节假日三薪，五险一金，定期体检，员工旅游，节假日加班费，交通补助，绩效奖金，加班补助，节日福利，补充医疗保险，生日福利","不需要融资","经验不限"
"1672259519-6989","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据开发工程师","15-30K","上海·浦东新区·金桥","华为云计算","大数据开发经验","带薪年假，年终奖，夜班补助，免费班车，法定节假日三薪，五险一金，定期体检，员工旅游，节假日加班费，交通补助，绩效奖金，加班补助，节日福利，补充医疗保险，生日福利","10000人以上","经验不限"
"1672259519-6990","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析与设计","8-12K","上海·杨浦区·新江湾城","上海技术交易所","数据分析/挖掘经验数学/统计相关专业计算机相关专业finebifinereport","协助上海落户，餐补，带薪年假，年终奖，五险一金，定期体检，零食下午茶，补充医疗保险","政府/公共事业","经验不限"
"1672259519-6991","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析与设计","8-12K","上海·杨浦区·新江湾城","上海技术交易所","数据分析/挖掘经验数学/统计相关专业计算机相关专业finebifinereport","协助上海落户，餐补，带薪年假，年终奖，五险一金，定期体检，零食下午茶，补充医疗保险","不需要融资","经验不限"
"1672259519-6992","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析与设计","8-12K","上海·杨浦区·新江湾城","上海技术交易所","数据分析/挖掘经验数学/统计相关专业计算机相关专业finebifinereport","协助上海落户，餐补，带薪年假，年终奖，五险一金，定期体检，零食下午茶，补充医疗保险","100-499人","经验不限"
"1672259519-6993","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据开发-离线数仓方向（校招）","15-30K·15薪","上海·虹口区·虹口足球场","肯斯爪特","HiveSparkKafka大数据开发经验计算机相关专业ETL开发经验","五险一金，年终奖，股票期权，带薪年假，员工旅游，节日福利，零食下午茶，试用期全薪","社交网络","在校/应届"
"1672259519-6994","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据开发-离线数仓方向（校招）","15-30K·15薪","上海·虹口区·虹口足球场","肯斯爪特","HiveSparkKafka大数据开发经验计算机相关专业ETL开发经验","五险一金，年终奖，股票期权，带薪年假，员工旅游，节日福利，零食下午茶，试用期全薪","C轮","在校/应届"
"1672259519-6995","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据开发-离线数仓方向（校招）","15-30K·15薪","上海·虹口区·虹口足球场","肯斯爪特","HiveSparkKafka大数据开发经验计算机相关专业ETL开发经验","五险一金，年终奖，股票期权，带薪年假，员工旅游，节日福利，零食下午茶，试用期全薪","100-499人","在校/应届"
"1672259519-6996","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析岗","16-30K","上海","某大型知名互联网金融上市公司","ExcelSPSSTableauShellHadoop","员工旅游，补充医疗保险，年终奖，全勤奖，养老补贴，长期服务奖，周末双休，终身免费培训，养老公积金，定期体检，商业保险，带薪年假，节日福利，五险一金","互联网金融","经验不限"
"1672259519-6997","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析岗","16-30K","上海","某大型知名互联网金融上市公司","ExcelSPSSTableauShellHadoop","员工旅游，补充医疗保险，年终奖，全勤奖，养老补贴，长期服务奖，周末双休，终身免费培训，养老公积金，定期体检，商业保险，带薪年假，节日福利，五险一金","已上市","经验不限"
"1672259519-6998","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析岗","16-30K","上海","某大型知名互联网金融上市公司","ExcelSPSSTableauShellHadoop","员工旅游，补充医疗保险，年终奖，全勤奖，养老补贴，长期服务奖，周末双休，终身免费培训，养老公积金，定期体检，商业保险，带薪年假，节日福利，五险一金","10000人以上","经验不限"
"1672259519-6999","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析","15-21K","上海·浦东新区·金桥","法本","SQLHive","年终奖，五险一金，全勤奖，企业文化，定期体检，员工旅游，零食下午茶，带薪年假，加班补助，节日福利","计算机软件","经验不限"
"1672259519-7000","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析","15-21K","上海·浦东新区·金桥","法本","SQLHive","年终奖，五险一金，全勤奖，企业文化，定期体检，员工旅游，零食下午茶，带薪年假，加班补助，节日福利","已上市","经验不限"
"1672259519-7001","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析","15-21K","上海·浦东新区·金桥","法本","SQLHive","年终奖，五险一金，全勤奖，企业文化，定期体检，员工旅游，零食下午茶，带薪年假，加班补助，节日福利","10000人以上","经验不限"
"1672259519-7002","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","15-30K·16薪","上海·杨浦区·五角场","bilibili","SQL大数据产品需求分析使用场景分析","带薪年假，五险一金，零食下午茶，通讯补贴，补充医疗保险，股票期权，节日福利，年终奖，全勤奖，交通补助，定期体检，包吃，员工旅游，餐补","互联网","经验不限"
"1672259519-7003","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","15-30K·16薪","上海·杨浦区·五角场","bilibili","SQL大数据产品需求分析使用场景分析","带薪年假，五险一金，零食下午茶，通讯补贴，补充医疗保险，股票期权，节日福利，年终奖，全勤奖，交通补助，定期体检，包吃，员工旅游，餐补","已上市","经验不限"
"1672259519-7004","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","15-30K·16薪","上海·杨浦区·五角场","bilibili","SQL大数据产品需求分析使用场景分析","带薪年假，五险一金，零食下午茶，通讯补贴，补充医疗保险，股票期权，节日福利，年终奖，全勤奖，交通补助，定期体检，包吃，员工旅游，餐补","10000人以上","经验不限"
"1672259519-7005","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","风险策略分析师","16-30K·14薪","上海·浦东新区·陆家嘴","北京睿智合创科技","PythonRSAS模型策略","健身房，带薪年假，员工旅游，年终奖，定期体检，五险一金，节日福利，股票期权，补充医疗保险，零食下午茶","互联网金融","经验不限"
"1672259519-7006","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","风险策略分析师","16-30K·14薪","上海·浦东新区·陆家嘴","北京睿智合创科技","PythonRSAS模型策略","健身房，带薪年假，员工旅游，年终奖，定期体检，五险一金，节日福利，股票期权，补充医疗保险，零食下午茶","100-499人","经验不限"
"1672259519-7007","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","药物分析研究员（可接受应届生）","7-12K","上海·浦东新区·惠南","美迪西","化学原料药药物分析QC研发型化学检验仿制药中间体化学药化学分析HPLC实验室技术员","年终奖，加班补助，定期体检，五险一金，餐补，带薪年假，员工旅游","制药","经验不限"
"1672259519-7008","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","药物分析研究员（可接受应届生）","7-12K","上海·浦东新区·惠南","美迪西","化学原料药药物分析QC研发型化学检验仿制药中间体化学药化学分析HPLC实验室技术员","年终奖，加班补助，定期体检，五险一金，餐补，带薪年假，员工旅游","不需要融资","经验不限"
"1672259519-7009","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","药物分析研究员（可接受应届生）","7-12K","上海·浦东新区·惠南","美迪西","化学原料药药物分析QC研发型化学检验仿制药中间体化学药化学分析HPLC实验室技术员","年终奖，加班补助，定期体检，五险一金，餐补，带薪年假，员工旅游","1000-9999人","经验不限"
"1672259519-7010","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师","18-22K","上海","某知名电子商务上市公司","SQL有BI使用经验优先帆软、tableau优先","节日福利，定期体检，带薪年假，股票期权，员工旅游，零食下午茶，免费班车，五险一金，年终奖，餐补","电子商务","经验不限"
"1672259519-7011","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师","18-22K","上海","某知名电子商务上市公司","SQL有BI使用经验优先帆软、tableau优先","节日福利，定期体检，带薪年假，股票期权，员工旅游，零食下午茶，免费班车，五险一金，年终奖，餐补","已上市","经验不限"
"1672259519-7012","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师","18-22K","上海","某知名电子商务上市公司","SQL有BI使用经验优先帆软、tableau优先","节日福利，定期体检，带薪年假，股票期权，员工旅游，零食下午茶，免费班车，五险一金，年终奖，餐补","1000-9999人","经验不限"
"1672259519-7013","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据科学家","15-25K","上海","某知名汽车生产公司","PythonPower BISPSS数学/统计相关专业数据分析/挖掘经验","","汽车生产","经验不限"
"1672259519-7014","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据科学家","15-25K","上海","某知名汽车生产公司","PythonPower BISPSS数学/统计相关专业数据分析/挖掘经验","","1000-9999人","经验不限"
"1672259519-7015","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据挖掘岗(贷后模型+AI语音方向)","18-35K·15薪","上海","某500强上市公司","Python模型分析贷后客服AI语音机器人","员工旅游，餐补，补充医疗保险，零食下午茶，五险一金，年终奖，节日福利，股票期权，定期体检，免费班车，带薪年假","互联网","经验不限"
"1672259519-7016","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据挖掘岗(贷后模型+AI语音方向)","18-35K·15薪","上海","某500强上市公司","Python模型分析贷后客服AI语音机器人","员工旅游，餐补，补充医疗保险，零食下午茶，五险一金，年终奖，节日福利，股票期权，定期体检，免费班车，带薪年假","已上市","经验不限"
"1672259519-7017","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据挖掘岗(贷后模型+AI语音方向)","18-35K·15薪","上海","某500强上市公司","Python模型分析贷后客服AI语音机器人","员工旅游，餐补，补充医疗保险，零食下午茶，五险一金，年终奖，节日福利，股票期权，定期体检，免费班车，带薪年假","1000-9999人","经验不限"
"1672259519-7018","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","18-22K","上海·浦东新区·张江","中电文思海辉","数据产品无留学背景偏好数据中台","五险一金，补充医疗保险","计算机软件","经验不限"
"1672259519-7019","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","18-22K","上海·浦东新区·张江","中电文思海辉","数据产品无留学背景偏好数据中台","五险一金，补充医疗保险","不需要融资","经验不限"
"1672259519-7020","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","18-22K","上海·浦东新区·张江","中电文思海辉","数据产品无留学背景偏好数据中台","五险一金，补充医疗保险","10000人以上","经验不限"
"1672259519-7021","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析","10-15K·14薪","上海·青浦区·徐泾","嬴彻科技","数据分析业财分析","年终奖，股票期权，定期体检，餐补，带薪年假，补充医疗保险，五险一金，通讯补贴","智能硬件","经验不限"
"1672259519-7022","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析","10-15K·14薪","上海·青浦区·徐泾","嬴彻科技","数据分析业财分析","年终奖，股票期权，定期体检，餐补，带薪年假，补充医疗保险，五险一金，通讯补贴","B轮","经验不限"
"1672259519-7023","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析","10-15K·14薪","上海·青浦区·徐泾","嬴彻科技","数据分析业财分析","年终奖，股票期权，定期体检，餐补，带薪年假，补充医疗保险，五险一金，通讯补贴","500-999人","经验不限"
"1672259519-7024","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","期货分析师-高薪聘请+福利多多","15-30K","上海·浦东新区·世纪公园","前海期货上海分公司","互联网金融期货研究","加班补助，底薪加提成，带薪年假，绩效奖金，团建聚餐，全勤奖，五险一金，节假日加班费，零食下午茶，股票期权，生日福利，保底工资，员工旅游","证券/期货","经验不限"
"1672259519-7025","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","期货分析师-高薪聘请+福利多多","15-30K","上海·浦东新区·世纪公园","前海期货上海分公司","互联网金融期货研究","加班补助，底薪加提成，带薪年假，绩效奖金，团建聚餐，全勤奖，五险一金，节假日加班费，零食下午茶，股票期权，生日福利，保底工资，员工旅游","A轮","经验不限"
"1672259519-7026","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","期货分析师-高薪聘请+福利多多","15-30K","上海·浦东新区·世纪公园","前海期货上海分公司","互联网金融期货研究","加班补助，底薪加提成，带薪年假，绩效奖金，团建聚餐，全勤奖，五险一金，节假日加班费，零食下午茶，股票期权，生日福利，保底工资，员工旅游","100-499人","经验不限"
"1672259519-7027","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据仓库岗位","12-14K","上海·浦东新区·金杨","中电金信","SQLMPP数据库高斯HADOOP生态","补充医疗保险，节日福利，带薪年假，定期体检，五险一金","计算机软件","经验不限"
"1672259519-7028","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据仓库岗位","12-14K","上海·浦东新区·金杨","中电金信","SQLMPP数据库高斯HADOOP生态","补充医疗保险，节日福利，带薪年假，定期体检，五险一金","B轮","经验不限"
"1672259519-7029","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据仓库岗位","12-14K","上海·浦东新区·金杨","中电金信","SQLMPP数据库高斯HADOOP生态","补充医疗保险，节日福利，带薪年假，定期体检，五险一金","10000人以上","经验不限"
"1672259519-7030","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","高级需求分析师","14-25K·13薪","上海·普陀区·长征","地素","需求调研数据中台报表分析","年终奖，节日福利，定期体检，五险一金，免费班车，股票期权，带薪年假，餐补，交通补助","批发/零售","经验不限"
"1672259519-7031","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","高级需求分析师","14-25K·13薪","上海·普陀区·长征","地素","需求调研数据中台报表分析","年终奖，节日福利，定期体检，五险一金，免费班车，股票期权，带薪年假，餐补，交通补助","已上市","经验不限"
"1672259519-7032","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","高级需求分析师","14-25K·13薪","上海·普陀区·长征","地素","需求调研数据中台报表分析","年终奖，节日福利，定期体检，五险一金，免费班车，股票期权，带薪年假，餐补，交通补助","1000-9999人","经验不限"
"1672259519-7033","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","2023届校招-商业分析师(新客业务方向)","15-20K·15薪","上海·浦东新区·张江","信也科技","SQL数据分析","股票期权，五险一金，定期体检，餐补，零食下午茶，员工旅游，免费班车，年终奖，带薪年假，补充医疗保险，节日福利","互联网","在校/应届"
"1672259519-7034","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","2023届校招-商业分析师(新客业务方向)","15-20K·15薪","上海·浦东新区·张江","信也科技","SQL数据分析","股票期权，五险一金，定期体检，餐补，零食下午茶，员工旅游，免费班车，年终奖，带薪年假，补充医疗保险，节日福利","已上市","在校/应届"
"1672259519-7035","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","2023届校招-商业分析师(新客业务方向)","15-20K·15薪","上海·浦东新区·张江","信也科技","SQL数据分析","股票期权，五险一金，定期体检，餐补，零食下午茶，员工旅游，免费班车，年终奖，带薪年假，补充医疗保险，节日福利","1000-9999人","在校/应届"
"1672259519-7036","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据开发岗（2023届）","10-15K·13薪","上海·浦东新区·金桥","通联金融","SQL计算机相关专业数学/统计相关专业","五险一金，节日福利，补充医疗保险，生日福利，员工旅游，股票期权，年终奖，保险，绩效奖金，带薪年假","互联网金融","在校/应届"
"1672259519-7037","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据开发岗（2023届）","10-15K·13薪","上海·浦东新区·金桥","通联金融","SQL计算机相关专业数学/统计相关专业","五险一金，节日福利，补充医疗保险，生日福利，员工旅游，股票期权，年终奖，保险，绩效奖金，带薪年假","不需要融资","在校/应届"
