web-scraper-order,web-scraper-start-url,pagi,position,salary,loc,company,detail,info,comp_tag,experience
"1672259519-6841","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【急招】数据分析师","16-26K·15薪","上海·闵行区·虹梅路","北京字节跳动","SQLPython数据分析/挖掘经验","生日福利，团建聚餐，餐补，零食下午茶，节假日加班费，五险一金，夜班补助，带薪年假，股票期权，节日福利，年终奖，补充医疗保险，住房补贴，加班补助，交通补助，有无线网，法定节假日三薪，定期体检，意外险，绩效奖金","移动互联网","在校/应届"
"1672259519-6842","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【急招】数据分析师","16-26K·15薪","上海·闵行区·虹梅路","北京字节跳动","SQLPython数据分析/挖掘经验","生日福利，团建聚餐，餐补，零食下午茶，节假日加班费，五险一金，夜班补助，带薪年假，股票期权，节日福利，年终奖，补充医疗保险，住房补贴，加班补助，交通补助，有无线网，法定节假日三薪，定期体检，意外险，绩效奖金","D轮及以上","在校/应届"
"1672259519-6843","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【急招】数据分析师","16-26K·15薪","上海·闵行区·虹梅路","北京字节跳动","SQLPython数据分析/挖掘经验","生日福利，团建聚餐，餐补，零食下午茶，节假日加班费，五险一金，夜班补助，带薪年假，股票期权，节日福利，年终奖，补充医疗保险，住房补贴，加班补助，交通补助，有无线网，法定节假日三薪，定期体检，意外险，绩效奖金","10000人以上","在校/应届"
"1672259519-6844","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师—上海","15-30K·14薪","上海·徐汇区·漕河泾","北京字节跳动","SQLPython数学/统计相关专业计算机相关专业数据分析/挖掘经验","节假日加班费，股票期权，节日福利，定期体检，团建聚餐，年终奖，夜班补助，补充医疗保险，餐补，意外险，交通补助，有无线网，住房补贴，加班补助，法定节假日三薪，生日福利，零食下午茶，五险一金，带薪年假，绩效奖金","移动互联网","经验不限"
"1672259519-6845","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师—上海","15-30K·14薪","上海·徐汇区·漕河泾","北京字节跳动","SQLPython数学/统计相关专业计算机相关专业数据分析/挖掘经验","节假日加班费，股票期权，节日福利，定期体检，团建聚餐，年终奖，夜班补助，补充医疗保险，餐补，意外险，交通补助，有无线网，住房补贴，加班补助，法定节假日三薪，生日福利，零食下午茶，五险一金，带薪年假，绩效奖金","D轮及以上","经验不限"
"1672259519-6846","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师—上海","15-30K·14薪","上海·徐汇区·漕河泾","北京字节跳动","SQLPython数学/统计相关专业计算机相关专业数据分析/挖掘经验","节假日加班费，股票期权，节日福利，定期体检，团建聚餐，年终奖，夜班补助，补充医疗保险，餐补，意外险，交通补助，有无线网，住房补贴，加班补助，法定节假日三薪，生日福利，零食下午茶，五险一金，带薪年假，绩效奖金","10000人以上","经验不限"
"1672259519-6847","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（文本数据建模）","8-13K","上海·浦东新区·张江","浩宜科技","人工智能互联网金融","五险一金，带薪年假，节日福利，意外险，绩效奖金，生日福利，定期体检，年终奖，工龄奖，员工旅游，团建聚餐，积分落户","计算机软件","经验不限"
"1672259519-6848","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（文本数据建模）","8-13K","上海·浦东新区·张江","浩宜科技","人工智能互联网金融","五险一金，带薪年假，节日福利，意外险，绩效奖金，生日福利，定期体检，年终奖，工龄奖，员工旅游，团建聚餐，积分落户","未融资","经验不限"
"1672259519-6849","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（文本数据建模）","8-13K","上海·浦东新区·张江","浩宜科技","人工智能互联网金融","五险一金，带薪年假，节日福利，意外险，绩效奖金，生日福利，定期体检，年终奖，工龄奖，员工旅游，团建聚餐，积分落户","100-499人","经验不限"
"1672259519-6850","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","BA-数据分析（SAP顾问愿意转BA）-甲方","16-30K","上海","某知名批发公司","SAPOracle EBS/Fusion数据分析SD MM FICO PP","包吃，加班补助，通讯补贴，节日福利，五险一金","批发/零售","经验不限"
"1672259519-6851","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","BA-数据分析（SAP顾问愿意转BA）-甲方","16-30K","上海","某知名批发公司","SAPOracle EBS/Fusion数据分析SD MM FICO PP","包吃，加班补助，通讯补贴，节日福利，五险一金","不需要融资","经验不限"
"1672259519-6852","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","BA-数据分析（SAP顾问愿意转BA）-甲方","16-30K","上海","某知名批发公司","SAPOracle EBS/Fusion数据分析SD MM FICO PP","包吃，加班补助，通讯补贴，节日福利，五险一金","1000-9999人","经验不限"
"1672259519-6853","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【未来创智者】数据分析师/技术类管培生","15-20K·14薪","上海·嘉定区·江桥","华住酒店集团","PythonMATLABR","五险一金，加班补助，节日福利，员工旅游，年终奖，带薪年假，定期体检","旅游","在校/应届"
"1672259519-6854","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【未来创智者】数据分析师/技术类管培生","15-20K·14薪","上海·嘉定区·江桥","华住酒店集团","PythonMATLABR","五险一金，加班补助，节日福利，员工旅游，年终奖，带薪年假，定期体检","未融资","在校/应届"
"1672259519-6855","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","【未来创智者】数据分析师/技术类管培生","15-20K·14薪","上海·嘉定区·江桥","华住酒店集团","PythonMATLABR","五险一金，加班补助，节日福利，员工旅游，年终奖，带薪年假，定期体检","10000人以上","在校/应届"
"1672259519-6856","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","Business Analyst/ 商业分析师","18-29K·13薪","上海","久谦咨询","咨询顾问企业管理咨询","节日福利，交通补助，补充医疗保险，五险一金，零食下午茶，带薪年假，定期体检，年终奖，员工旅游","咨询","在校/应届"
"1672259519-6857","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","Business Analyst/ 商业分析师","18-29K·13薪","上海","久谦咨询","咨询顾问企业管理咨询","节日福利，交通补助，补充医疗保险，五险一金，零食下午茶，带薪年假，定期体检，年终奖，员工旅游","不需要融资","在校/应届"
"1672259519-6858","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","Business Analyst/ 商业分析师","18-29K·13薪","上海","久谦咨询","咨询顾问企业管理咨询","节日福利，交通补助，补充医疗保险，五险一金，零食下午茶，带薪年假，定期体检，年终奖，员工旅游","500-999人","在校/应届"
"1672259519-6859","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师","10-15K·13薪","上海·徐汇区·五官科医院","固特异","Python数学/统计相关专业数据分析/挖掘经验机器学习建模经验","","汽车零部件","在校/应届"
"1672259519-6860","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师","10-15K·13薪","上海·徐汇区·五官科医院","固特异","Python数学/统计相关专业数据分析/挖掘经验机器学习建模经验","","1000-9999人","在校/应届"
"1672259519-6861","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析工程师","15-25K","上海·静安区·闸北公园","云南科沃","RMATLABSPSS数学/统计相关专业计算机相关专业数据分析/挖掘经验","","电子商务","经验不限"
"1672259519-6862","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析工程师","15-25K","上海·静安区·闸北公园","云南科沃","RMATLABSPSS数学/统计相关专业计算机相关专业数据分析/挖掘经验","","不需要融资","经验不限"
"1672259519-6863","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析工程师","15-25K","上海·静安区·闸北公园","云南科沃","RMATLABSPSS数学/统计相关专业计算机相关专业数据分析/挖掘经验","","1000-9999人","经验不限"
"1672259519-6864","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（2023届）","16-22K·14薪","上海·浦东新区·张江","数禾科技","PythonSQL","五险一金，定期体检，带薪年假，员工旅游，节日福利，零食下午茶，补充公积金","互联网","在校/应届"
"1672259519-6865","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（2023届）","16-22K·14薪","上海·浦东新区·张江","数禾科技","PythonSQL","五险一金，定期体检，带薪年假，员工旅游，节日福利，零食下午茶，补充公积金","B轮","在校/应届"
"1672259519-6866","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（2023届）","16-22K·14薪","上海·浦东新区·张江","数禾科技","PythonSQL","五险一金，定期体检，带薪年假，员工旅游，节日福利，零食下午茶，补充公积金","1000-9999人","在校/应届"
"1672259519-6867","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","反欺诈数据分析师（23应届）","10-15K","上海·浦东新区·陆家嘴","小花科技","SQLPythonSAS","五险一金，带薪年假，定期体检，餐补，零食下午茶，节日福利，交通补助","互联网","在校/应届"
"1672259519-6868","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","反欺诈数据分析师（23应届）","10-15K","上海·浦东新区·陆家嘴","小花科技","SQLPythonSAS","五险一金，带薪年假，定期体检，餐补，零食下午茶，节日福利，交通补助","不需要融资","在校/应届"
"1672259519-6869","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","反欺诈数据分析师（23应届）","10-15K","上海·浦东新区·陆家嘴","小花科技","SQLPythonSAS","五险一金，带薪年假，定期体检，餐补，零食下午茶，节日福利，交通补助","100-499人","在校/应届"
"1672259519-6870","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","海外留学生（软件开发 AI算法 数据分析）","15-30K","上海·浦东新区·金桥","华为","JavaC++Python数据芯片算法AI","节日福利，五险一金，补充医疗保险，零食下午茶，加班补助，定期体检，年终奖，员工旅游，股票期权，餐补","计算机软件","在校/应届"
"1672259519-6871","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","海外留学生（软件开发 AI算法 数据分析）","15-30K","上海·浦东新区·金桥","华为","JavaC++Python数据芯片算法AI","节日福利，五险一金，补充医疗保险，零食下午茶，加班补助，定期体检，年终奖，员工旅游，股票期权，餐补","不需要融资","在校/应届"
"1672259519-6872","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","海外留学生（软件开发 AI算法 数据分析）","15-30K","上海·浦东新区·金桥","华为","JavaC++Python数据芯片算法AI","节日福利，五险一金，补充医疗保险，零食下午茶，加班补助，定期体检，年终奖，员工旅游，股票期权，餐补","10000人以上","在校/应届"
"1672259519-6873","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","药物分析研究员","10-15K","上海","药明康德","药物分析，化学分析","加班补助，餐补，年终奖，五险一金，交通补助，带薪年假，股票期权，免费班车，员工旅游，定期体检，节日福利","医疗健康","经验不限"
"1672259519-6874","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","药物分析研究员","10-15K","上海","药明康德","药物分析，化学分析","加班补助，餐补，年终奖，五险一金，交通补助，带薪年假，股票期权，免费班车，员工旅游，定期体检，节日福利","已上市","经验不限"
"1672259519-6875","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","药物分析研究员","10-15K","上海","药明康德","药物分析，化学分析","加班补助，餐补，年终奖，五险一金，交通补助，带薪年假，股票期权，免费班车，员工旅游，定期体检，节日福利","10000人以上","经验不限"
"1672259519-6876","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","量化数据工程师","15-30K","上海·徐汇区·徐家汇","孝庸基金","PythonPandasNumPy","餐补，五险一金，节日福利，定期体检，有无线网，生日福利，年终奖，零食下午茶，带薪年假，员工旅游，团建聚餐","基金","经验不限"
"1672259519-6877","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","量化数据工程师","15-30K","上海·徐汇区·徐家汇","孝庸基金","PythonPandasNumPy","餐补，五险一金，节日福利，定期体检，有无线网，生日福利，年终奖，零食下午茶，带薪年假，员工旅游，团建聚餐","未融资","经验不限"
"1672259519-6878","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","量化数据工程师","15-30K","上海·徐汇区·徐家汇","孝庸基金","PythonPandasNumPy","餐补，五险一金，节日福利，定期体检，有无线网，生日福利，年终奖，零食下午茶，带薪年假，员工旅游，团建聚餐","100-499人","经验不限"
"1672259519-6879","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","需求分析-上海-银行驻场","14-25K","上海·浦东新区·张江","安硕信息技术","金融/保险行业项目经验财务/金融相关专业Axure可适应出差","五险一金，交通补助，节日福利，住房补贴，餐补，定期体检，通讯补贴，带薪年假，股票期权，年终奖","计算机软件","经验不限"
"1672259519-6880","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","需求分析-上海-银行驻场","14-25K","上海·浦东新区·张江","安硕信息技术","金融/保险行业项目经验财务/金融相关专业Axure可适应出差","五险一金，交通补助，节日福利，住房补贴，餐补，定期体检，通讯补贴，带薪年假，股票期权，年终奖","已上市","经验不限"
"1672259519-6881","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","需求分析-上海-银行驻场","14-25K","上海·浦东新区·张江","安硕信息技术","金融/保险行业项目经验财务/金融相关专业Axure可适应出差","五险一金，交通补助，节日福利，住房补贴，餐补，定期体检，通讯补贴，带薪年假，股票期权，年终奖","1000-9999人","经验不限"
"1672259519-6882","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品运营（23届正式批） (MJ000812)","15-25K","上海·徐汇区·徐家汇","东方财富集团","市场调研需求分析产品设计数据分析","员工旅游，五险一金，节日福利，年终奖，定期体检，带薪年假","互联网","在校/应届"
"1672259519-6883","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品运营（23届正式批） (MJ000812)","15-25K","上海·徐汇区·徐家汇","东方财富集团","市场调研需求分析产品设计数据分析","员工旅游，五险一金，节日福利，年终奖，定期体检，带薪年假","已上市","在校/应届"
"1672259519-6884","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品运营（23届正式批） (MJ000812)","15-25K","上海·徐汇区·徐家汇","东方财富集团","市场调研需求分析产品设计数据分析","员工旅游，五险一金，节日福利，年终奖，定期体检，带薪年假","1000-9999人","在校/应届"
"1672259519-6885","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析- 反洗钱咨询","11-22K","上海·静安区·南京西路","毕马威","RPower BIPython","五险一金","咨询","经验不限"
"1672259519-6886","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析- 反洗钱咨询","11-22K","上海·静安区·南京西路","毕马威","RPower BIPython","五险一金","不需要融资","经验不限"
"1672259519-6887","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析- 反洗钱咨询","11-22K","上海·静安区·南京西路","毕马威","RPower BIPython","五险一金","1000-9999人","经验不限"
"1672259519-6888","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","上海农商行+初中高级资深数据库+班车","18-28K","上海·浦东新区·唐镇","博彦科技","SQL计算机相关专业数学/统计相关专业数仓设计/开发经验银行","五险一金，定期体检，年终奖，带薪年假，免费班车，节日福利","计算机软件","经验不限"
"1672259519-6889","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","上海农商行+初中高级资深数据库+班车","18-28K","上海·浦东新区·唐镇","博彦科技","SQL计算机相关专业数学/统计相关专业数仓设计/开发经验银行","五险一金，定期体检，年终奖，带薪年假，免费班车，节日福利","已上市","经验不限"
"1672259519-6890","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","上海农商行+初中高级资深数据库+班车","18-28K","上海·浦东新区·唐镇","博彦科技","SQL计算机相关专业数学/统计相关专业数仓设计/开发经验银行","五险一金，定期体检，年终奖，带薪年假，免费班车，节日福利","10000人以上","经验不限"
"1672259519-6891","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","产品数据工程师","15-30K·14薪","上海·浦东新区·金桥","上海华为技术有限公司","PythonSQLC++数学/统计相关专业计算机相关专业大数据开发经验","股票期权，带薪年假，员工旅游，零食下午茶，节日福利，五险一金，加班补助，定期体检，年终奖","通信/网络设备","在校/应届"
"1672259519-6892","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","产品数据工程师","15-30K·14薪","上海·浦东新区·金桥","上海华为技术有限公司","PythonSQLC++数学/统计相关专业计算机相关专业大数据开发经验","股票期权，带薪年假，员工旅游，零食下午茶，节日福利，五险一金，加班补助，定期体检，年终奖","不需要融资","在校/应届"
"1672259519-6893","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","产品数据工程师","15-30K·14薪","上海·浦东新区·金桥","上海华为技术有限公司","PythonSQLC++数学/统计相关专业计算机相关专业大数据开发经验","股票期权，带薪年假，员工旅游，零食下午茶，节日福利，五险一金，加班补助，定期体检，年终奖","10000人以上","在校/应届"
"1672259519-6894","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（留学背景优先）～年薪25万","15-25K","上海","某知名银行上市公司","SQLPythonPower BI","通讯补贴，零食下午茶，带薪年假，股票期权，五险一金，节日福利，补充医疗保险，年终奖，员工旅游，交通补助，全勤奖，定期体检","银行","在校/应届"
"1672259519-6895","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（留学背景优先）～年薪25万","15-25K","上海","某知名银行上市公司","SQLPythonPower BI","通讯补贴，零食下午茶，带薪年假，股票期权，五险一金，节日福利，补充医疗保险，年终奖，员工旅游，交通补助，全勤奖，定期体检","已上市","在校/应届"
"1672259519-6896","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师（留学背景优先）～年薪25万","15-25K","上海","某知名银行上市公司","SQLPythonPower BI","通讯补贴，零食下午茶，带薪年假，股票期权，五险一金，节日福利，补充医疗保险，年终奖，员工旅游，交通补助，全勤奖，定期体检","1000-9999人","在校/应届"
"1672259519-6897","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","Data Analyst 数据分析师","15-30K·14薪","上海","久远谦长","SQLPythonSpark咨询领域","五险一金，零食下午茶，补充医疗保险，交通补助，带薪年假，员工旅游，年终奖，股票期权","互联网","经验不限"
"1672259519-6898","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","Data Analyst 数据分析师","15-30K·14薪","上海","久远谦长","SQLPythonSpark咨询领域","五险一金，零食下午茶，补充医疗保险，交通补助，带薪年假，员工旅游，年终奖，股票期权","未融资","经验不限"
"1672259519-6899","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","Data Analyst 数据分析师","15-30K·14薪","上海","久远谦长","SQLPythonSpark咨询领域","五险一金，零食下午茶，补充医疗保险，交通补助，带薪年假，员工旅游，年终奖，股票期权","100-499人","经验不限"
"1672259519-6900","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","风险数据分析岗","15-30K·14薪","上海","某大型互联网金融公司","SQLSAS","","互联网金融","经验不限"
"1672259519-6901","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","风险数据分析岗","15-30K·14薪","上海","某大型互联网金融公司","SQLSAS","","100-499人","经验不限"
"1672259519-6902","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","15-30K·14薪","上海","华为技术有限公司","需求分析产品设计数据分析XmindAxureSQL","节日福利，住房补贴，定期体检，通讯补贴，带薪年假，零食下午茶，股票期权，全勤奖，员工旅游，餐补，加班补助，免费班车，交通补助，补充医疗保险，五险一金，年终奖，离职补偿","计算机软件","经验不限"
"1672259519-6903","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","15-30K·14薪","上海","华为技术有限公司","需求分析产品设计数据分析XmindAxureSQL","节日福利，住房补贴，定期体检，通讯补贴，带薪年假，零食下午茶，股票期权，全勤奖，员工旅游，餐补，加班补助，免费班车，交通补助，补充医疗保险，五险一金，年终奖，离职补偿","不需要融资","经验不限"
"1672259519-6904","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理","15-30K·14薪","上海","华为技术有限公司","需求分析产品设计数据分析XmindAxureSQL","节日福利，住房补贴，定期体检，通讯补贴，带薪年假，零食下午茶，股票期权，全勤奖，员工旅游，餐补，加班补助，免费班车，交通补助，补充医疗保险，五险一金，年终奖，离职补偿","10000人以上","经验不限"
