Date,New Cases,Total Cases,Recovered,Deaths,Active Cases,Year,Month,Day
19/03/2022,286,74312,71051,621,2244,2022,3,19
20/03/2022,203,74515,71141,622,2356,2022,3,20
21/03/2022,251,74766,71207,624,2539,2022,3,21
22/03/2022,333,75099,71356,624,2723,2022,3,22
23/03/2022,375,75474,71483,626,2969,2022,3,23
24/03/2022,415,75889,71614,626,3253,2022,3,24
25/03/2022,465,76354,71741,627,3590,2022,3,25
26/03/2022,392,76746,71856,630,3864,2022,3,26
27/03/2022,353,77099,72019,631,4053,2022,3,27
28/03/2022,360,77459,72153,634,4276,2022,3,28
29/03/2022,603,78062,72346,635,4685,2022,3,29
30/03/2022,717,78779,72562,638,5183,2022,3,30
31/03/2022,760,79539,72865,638,5640,2022,3,31
01/04/2022,659,80198,73194,638,5970,2022,1,4
02/04/2022,791,80989,73459,639,6495,2022,2,4
03/04/2022,607,81596,73649,641,6910,2022,3,4
04/04/2022,530,82126,73898,644,7188,2022,4,4
05/04/2022,719,82845,74227,649,7573,2022,5,4
06/04/2022,822,83667,74592,650,8029,2022,6,4
07/04/2022,731,84398,74993,652,8357,2022,7,4
08/04/2022,659,85057,75413,656,8592,2022,8,4
09/04/2022,563,85620,75744,659,8821,2022,9,4
10/04/2022,542,86162,76061,662,9043,2022,10,4
11/04/2022,433,86595,76401,664,9134,2022,11,4
12/04/2022,438,87033,76991,667,8979,2022,12,4
13/04/2022,408,87441,77693,669,8683,2022,4,13
14/04/2022,431,87872,78393,671,8412,2022,4,14
15/04/2022,372,88244,79013,672,8163,2022,4,15
16/04/2022,314,88558,79743,673,7746,2022,4,16
17/04/2022,271,88829,80308,675,7450,2022,4,17
18/04/2022,199,89028,80802,677,7153,2022,4,18
19/04/2022,282,89310,81503,677,6734,2022,4,19
20/04/2022,297,89607,82288,679,6244,2022,4,20
21/04/2022,312,89919,82969,684,5870,2022,4,21
22/04/2022,249,90168,83521,684,5567,2022,4,22
23/04/2022,231,90399,84111,687,5205,2022,4,23
24/04/2022,196,90595,84646,688,4865,2022,4,24
25/04/2022,178,90773,85151,692,4534,2022,4,25
26/04/2022,259,91032,85523,693,4420,2022,4,26
27/04/2022,189,91221,85976,696,4153,2022,4,27
28/04/2022,206,91427,86356,698,3977,2022,4,28
29/04/2022,178,91605,86759,698,3752,2022,4,29
30/04/2022,136,91741,87119,698,3528,2022,4,30
01/05/2022,120,91861,87343,698,3424,2022,1,5
02/05/2022,114,91975,87528,700,3351,2022,2,5
03/05/2022,175,92150,87724,702,3328,2022,3,5
04/05/2022,158,92308,87926,703,3283,2022,4,5
05/05/2022,167,92475,88213,708,3158,2022,5,5
06/05/2022,122,92597,88498,708,2995,2022,6,5
07/05/2022,132,92729,88728,708,2897,2022,7,5
08/05/2022,119,92848,88918,709,2825,2022,8,5
09/05/2022,70,92918,89106,711,2705,2022,9,5
10/05/2022,123,93041,89273,713,2659,2022,10,5
11/05/2022,108,93149,89464,713,2576,2022,11,5
12/05/2022,100,93249,89625,713,2515,2022,12,5
13/05/2022,111,93360,89807,713,2444,2022,5,13
14/05/2022,86,93446,89952,713,2385,2022,5,14
15/05/2022,62,93508,90076,713,2323,2022,5,15
16/05/2022,64,93572,90182,713,2281,2022,5,16
17/05/2022,110,93682,90338,714,2234,2022,5,17
18/05/2022,76,93758,90498,716,2148,2022,5,18
19/05/2022,85,93843,90649,716,2082,2022,5,19
20/05/2022,69,93912,90785,716,2015,2022,5,20
21/05/2022,73,93985,90952,717,1920,2022,5,21
22/05/2022,61,94046,91098,717,1835,2022,5,22
23/05/2022,67,94113,91240,718,1759,2022,5,23
24/05/2022,92,94205,91398,719,1692,2022,5,24
25/05/2022,59,94264,91540,719,1609,2022,5,25
26/05/2022,90,94354,91683,719,1556,2022,5,26
27/05/2022,86,94440,91824,719,1501,2022,5,27
28/05/2022,73,94513,91946,719,1452,2022,5,28
29/05/2022,66,94579,92043,721,1419,2022,5,29
30/05/2022,64,94643,92106,721,1420,2022,5,30
31/05/2022,99,94742,92215,721,1410,2022,5,31
01/06/2022,115,94857,92310,721,1430,2022,1,6
02/06/2022,93,94950,92408,722,1424,2022,2,6
03/06/2022,118,95068,92512,722,1438,2022,3,6
04/06/2022,76,95144,92603,722,1423,2022,4,6
